,BA,Conc,Fasted/Fed,Serum/Plasma,Analysis Technique,Healthy/Unhealthy,Exact Analysis Technique,Starting Volume,Average Age,Number of Patients,Protein Precipitation,NAFLD/NASH/Cirrhosis,Liver/Non-Liver
1787,G-UDCA,,Fed,Plasma,LC-MS,Normal,HPLC-MS/MS,100.0,30.1,71.0,Acetonitrile,Normal,Healthy
1788,G-UDCA,,Fed,Plasma,LC-MS,Normal,HPLC-MS/MS,100.0,30.1,71.0,Acetonitrile,Normal,Healthy
1789,G-UDCA,,Fasted,Plasma,LC-MS,Normal,HPLC-MS/MS,100.0,30.1,71.0,Acetonitrile,Normal,Healthy
1790,G-UDCA,,Fed,Plasma,LC-MS,Normal,HPLC-MS/MS,100.0,30.1,71.0,Acetonitrile,Normal,Healthy
1791,G-UDCA,,Fed,Plasma,LC-MS,Normal,HPLC-MS/MS,100.0,30.1,71.0,Acetonitrile,Normal,Healthy
1792,G-UDCA,90.0,Fasted,Serum,LC-MS,Normal,LC-MS,150.0,24.0,10.0,Methanol,Normal,Healthy
1793,G-UDCA,50.0,Fasted,Serum,LC-MS,Normal,LC-MS,150.0,24.0,10.0,Methanol,Normal,Healthy
1794,G-UDCA,30.0,Fasted,Serum,LC-MS,Normal,LC-MS,150.0,24.0,10.0,Methanol,Normal,Healthy
1795,G-UDCA,20.0,Fasted,Serum,LC-MS,Normal,LC-MS,150.0,24.0,10.0,Methanol,Normal,Healthy
1796,G-UDCA,120.0,Fasted,Serum,LC-MS,Normal,LC-MS,150.0,24.0,10.0,Methanol,Normal,Healthy
1797,G-UDCA,50.0,Fasted,Serum,LC-MS,Normal,LC-MS,150.0,24.0,10.0,Methanol,Normal,Healthy
1798,G-UDCA,20.0,Fasted,Serum,LC-MS,Normal,LC-MS,150.0,24.0,10.0,Methanol,Normal,Healthy
1799,G-UDCA,20.0,Fasted,Serum,LC-MS,Normal,LC-MS,150.0,24.0,10.0,Methanol,Normal,Healthy
1800,G-UDCA,48.05,Fasted,Plasma,LC-MS,Normal,UPLC-ESI-MS,50.0,,21.0,Sodium Hydroxide,Normal,Healthy
1801,G-UDCA,327.63,Fasted,Plasma,LC-MS,Unhealthy,UPLC-ESI-MS,50.0,,21.0,Sodium Hydroxide,,
1802,G-UDCA,134.7,Fasted,Plasma,LC-MS,Unhealthy,UPLC-ESI-MS,50.0,,21.0,Sodium Hydroxide,,
1803,G-UDCA,31.96,Fasted,Plasma,LC-MS,Unhealthy,UPLC-ESI-MS,50.0,,21.0,Sodium Hydroxide,,
1804,G-UDCA,38.81,Fasted,Plasma,LC-MS,Unhealthy,UPLC-ESI-MS,50.0,,21.0,Sodium Hydroxide,,
1805,G-UDCA,25009.1,Fasted,Serum,LC-MS,Unhealthy,UHPLC-TQ-TOFMS,100.0,55.9,40.0,Methanol:Acetonitrile,Cirrhosis,Liver
1806,G-UDCA,262.4,Fasted,Serum,LC-MS,Unhealthy,UHPLC-TQ-TOFMS,100.0,52.6,45.0,Methanol:Acetonitrile,,Liver
1807,G-UDCA,115.6,Fasted,Serum,LC-MS,Unhealthy,UHPLC-TQ-TOFMS,100.0,48.1,42.0,Methanol:Acetonitrile,,Liver
1808,G-UDCA,85.1,Fasted,Serum,LC-MS,Normal,UHPLC-TQ-TOFMS,100.0,39.0,40.0,Methanol:Acetonitrile,Normal,Healthy
1809,G-UDCA,84.1,Fasted,Serum,LC-MS,Unhealthy,UHPLC-TQ-TOFMS,100.0,39.8,41.0,Methanol:Acetonitrile,NAFLD,Liver
1810,G-UDCA,,Fasted,Plasma,LC-MS,Normal,HPLC-MS/MS,250.0,,,Acetonitrile,Normal,Healthy
1811,G-UDCA,,Fasted,Plasma,LC-MS,Unhealthy,HPLC-MS/MS,250.0,,,Acetonitrile,NASH,Liver
1812,G-UDCA,40.0,Fasted,Serum,LC-MS,Normal,UPLC-MS,50.0,,11.0,Methanol,Normal,Healthy
1813,G-UDCA,30.0,Fasted,Serum,LC-MS,Normal,UPLC-MS,50.0,,11.0,Methanol,Normal,Healthy
1814,G-UDCA,81.5,Fasted,Serum,LC-MS,Normal,HPLC-MS/MS,10.0,33.0,75.0,,Normal,Healthy
1815,G-UDCA,58.0,Fasted,Serum,LC-MS,Normal,HPLC-MS/MS,10.0,55.0,71.0,,Normal,Healthy
1816,G-UDCA,65.4,Fasted,Serum,LC-MS,Normal,HPLC-MS/MS,10.0,55.0,95.0,,Normal,Healthy
1817,G-UDCA,150.0,Fasted,Serum,LC-MS,Normal,HPLC-MS/MS,50.0,49.0,12.0,Acetonitrile,Normal,Healthy
1818,G-UDCA,88.0,Fed,Serum,LC-MS,Normal,HPLC-MS/MS,50.0,40.0,62.0,Acetonitrile,Normal,Healthy
1819,G-UDCA,85.0,Fed,Serum,LC-MS,Normal,HPLC-MS/MS,50.0,45.0,25.0,Acetonitrile,Normal,Healthy
1820,G-UDCA,77.0,Fed,Serum,LC-MS,Normal,HPLC-MS/MS,50.0,49.0,12.0,Acetonitrile,Normal,Healthy
1821,G-UDCA,112.0,Fasted,Serum,LC-MS,Normal,HPLC-MS/MS,50.0,40.0,62.0,Acetonitrile,Normal,Healthy
1822,G-UDCA,127.0,Fasted,Serum,LC-MS,Normal,HPLC-MS/MS,50.0,45.0,25.0,Acetonitrile,Normal,Healthy
1823,G-UDCA,,Fasted,Serum,GC-MS,Unhealthy,GC-MS,1000.0,62.0,5.0,,,Non-Liver
1824,G-UDCA,,Fasted,Plasma,LC-MS,Normal,HPLC-MS,100.0,53.0,35.0,Acetonitrile,Normal,Healthy
1825,G-UDCA,,Fasted,Plasma,LC-MS,Normal,HPLC-MS,100.0,46.0,200.0,Acetonitrile,Normal,Healthy
1826,G-UDCA,,Fasted,Serum,Capillary Electrophoresis,Normal,Capillary Electrophoresis,2000.0,,23.0,,Normal,
1827,G-UDCA,,Fasted,Serum,Capillary Electrophoresis,Unhealthy,Capillary Electrophoresis,2000.0,,15.0,,,
1828,G-UDCA,,Fasted,Serum,Capillary Electrophoresis,Unhealthy,Capillary Electrophoresis,2000.0,31.0,9.0,,Cholestasis,Liver
1829,G-UDCA,,Fasted,Serum,Capillary Electrophoresis,Unhealthy,Capillary Electrophoresis,2000.0,27.0,23.0,,Cholestasis,Liver
1830,G-UDCA,,Fasted,Serum,GC-MS,Unhealthy,GC-MS,1000.0,61.0,10.0,,,Non-Liver
1831,G-UDCA,102.0,Fasted,Plasma,LC-MS,Normal,HPLC-MS/MS,50.0,29.0,7.0,Methanol,,Non-Liver
1832,G-UDCA,71.8,Fasted,Plasma,LC-MS,Unhealthy,HPLC-MS/MS,50.0,29.0,7.0,Methanol,,Non-Liver
1833,G-UDCA,120.0,Fed,Serum,LC-MS,Unhealthy,HPLC-MS,100.0,,50.0,Sodium Hydroxide,Cholestasis,Liver
1834,G-UDCA,110.0,Fed,Plasma,GC-MS,Normal,GC-MS,,33.4,11.0,,Normal,Healthy
1835,G-UDCA,110.0,Fed,Plasma,GC-MS,Unhealthy,GC-MS,,35.1,11.0,,,
1836,G-UDCA,60.0,Fed,Plasma,GC-MS,Normal,GC-MS,,33.4,11.0,,Normal,Healthy
1837,G-UDCA,120.0,Fed,Plasma,GC-MS,Normal,GC-MS,,33.4,11.0,,Normal,Healthy
1838,G-UDCA,70.0,Fed,Plasma,GC-MS,Unhealthy,GC-MS,,35.1,11.0,,,
1839,G-UDCA,70.0,Fasted,Plasma,GC-MS,Unhealthy,GC-MS,,35.1,11.0,,,
1840,G-UDCA,40.0,Fasted,Plasma,GC-MS,Normal,GC-MS,,33.4,11.0,,Normal,Healthy
1841,G-UDCA,60.0,Fed,Plasma,GC-MS,Unhealthy,GC-MS,,35.1,11.0,,,
1842,G-UDCA,,Fasted,Serum,LC-MS,Unhealthy,LC-MS/MS,100.0,54.4,12.0,Formic Acid,,Liver
1843,G-UDCA,,Fasted,Serum,LC-MS,Unhealthy,LC-MS/MS,100.0,37.7,6.0,Formic Acid,Cholestasis,Liver
1844,G-UDCA,,Fasted,Serum,LC-MS,Normal,LC-MS/MS,100.0,44.2,30.0,Formic Acid,Normal,Healthy
1845,G-UDCA,,Fasted,Serum,LC-MS,Normal,LC-MS/MS,100.0,52.1,30.0,Formic Acid,Normal,Healthy
1846,G-UDCA,170.0,Unknown,Plasma,LC-MS,Unknown,UPLC-TQMS,,76.3,10.0,,Normal,Healthy
1847,G-UDCA,141.0,Unknown,Plasma,LC-MS,Unknown,UPLC-TQMS,,77.6,10.0,,Normal,Healthy
1848,G-UDCA,60.0,Fasted,Serum,LC-MS,Unknown,UPLC-TQMS,500.0,45.0,30.0,Acetonitrile,Normal,Healthy
1849,G-UDCA,60.0,Fasted,Serum,LC-MS,Unknown,UPLC-TQMS,500.0,45.0,30.0,Acetonitrile,Normal,Healthy
1850,G-UDCA,138.0,Fasted,Plasma,LC-MS,Unhealthy,HPLC-MS/MS,50.0,38.2,17.0,Methanol,NASH,Liver
1851,G-UDCA,236.0,Fasted,Plasma,LC-MS,Unhealthy,HPLC-MS/MS,50.0,49.3,58.0,Methanol,NASH,Liver
1852,G-UDCA,114.0,Fasted,Plasma,LC-MS,Normal,HPLC-MS/MS,50.0,38.5,85.0,Methanol,Normal,Healthy
1853,G-UDCA,103.0,Fasted,Plasma,LC-MS,Normal,HPLC-MS/MS,50.0,47.1,59.0,Methanol,Normal,Healthy
1854,G-UDCA,,Fasted,Serum,GC-MS,Unhealthy,GC-MS,1000.0,52.0,9.0,,,Non-Liver
1855,G-UDCA,,Fasted,Serum,GC-MS,Unhealthy,GC-MS,1000.0,56.0,20.0,,,Non-Liver
1856,G-UDCA,0.0,Fasted,Plasma,LC-MS,Normal,UPLC-MS/MS,50.0,59.7,15.0,Acetonitrile,Normal,Healthy
1857,G-UDCA,30.0,Fasted,Plasma,LC-MS,Normal,UPLC-MS/MS,50.0,59.4,15.0,Acetonitrile,,
1858,G-UDCA,,Fasted,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,5.0,,Normal,Healthy
1859,G-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,5.0,,Normal,Healthy
1860,G-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,5.0,,Normal,Healthy
1861,G-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,5.0,,Normal,Healthy
1862,G-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,5.0,,Normal,Healthy
1863,G-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,5.0,,Normal,Healthy
1864,G-UDCA,,Fasted,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
1865,G-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
1866,G-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
1867,G-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
1868,G-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
1869,G-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
1870,G-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
1871,G-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
1872,G-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
1873,G-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
1874,G-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,1000.0,33.0,10.0,,Normal,Healthy
1875,G-UDCA,,Fasted,Serum,GC-MS,Unhealthy,GC-MS,1000.0,35.0,7.0,,,Non-Liver
1876,G-UDCA,,Fed,Serum,GC-MS,Unhealthy,GC-MS,1000.0,35.0,7.0,,,Non-Liver
1877,G-UDCA,,Fed,Serum,GC-MS,Unhealthy,GC-MS,1000.0,35.0,7.0,,,Non-Liver
1878,G-UDCA,,Fed,Serum,GC-MS,Unhealthy,GC-MS,1000.0,35.0,7.0,,,Non-Liver
1879,G-UDCA,,Fed,Serum,GC-MS,Unhealthy,GC-MS,1000.0,35.0,7.0,,,Non-Liver
1880,G-UDCA,,Fed,Serum,GC-MS,Unhealthy,GC-MS,1000.0,35.0,7.0,,,Non-Liver
1881,G-UDCA,147.3,Both,Plasma,LC-MS,Unhealthy,LC-MS/MS,50.0,59.1,233.0,Methanol,HCC,Liver
1882,G-UDCA,74.3,Both,Plasma,LC-MS,Both,LC-MS/MS,50.0,59.1,233.0,Methanol,Normal,Healthy
1883,G-UDCA,205.02,Unknown,Serum,LC-MS,Unhealthy,LC-MS/MS,,51.3,185.0,,HCC,Liver
1884,G-UDCA,152.53,Unknown,Serum,LC-MS,Unhealthy,LC-MS/MS,,54.4,96.0,,HCC,Liver
1885,G-UDCA,144.4,Unknown,Serum,LC-MS,Unhealthy,LC-MS/MS,,50.7,161.0,,,Liver
1886,G-UDCA,138.94,Unknown,Serum,LC-MS,Unhealthy,LC-MS/MS,,54.5,96.0,,,Liver
1887,G-UDCA,59.1,Both,Plasma,LC-MS,Unknown,UPLC-MRM-MS,50.0,57.5,569.0,Methanol,,
1888,G-UDCA,55.5,Both,Plasma,LC-MS,Unhealthy,UPLC-MRM-MS,50.0,57.5,569.0,Methanol,,Non-Liver
1889,G-UDCA,,Fed,Serum,LC-MS,Unhealthy,HPLC-MS/MS,300.0,29.4,33.0,Formic Acid,Cholestasis,Liver
1890,G-UDCA,,Fed,Serum,LC-MS,Unhealthy,HPLC-MS/MS,300.0,27.9,28.0,Formic Acid,Cholestasis,Liver
1891,G-UDCA,,Fasted,Serum,LC-MS,Normal,HPLC-MS/MS,300.0,28.7,35.0,Formic Acid,Normal,Healthy
1892,G-UDCA,,Fasted,Serum,LC-MS,Unhealthy,HPLC-MS/MS,100.0,64.0,17.0,Formic Acid,Cholestasis,Liver
1893,G-UDCA,,Fasted,Serum,LC-MS,Unhealthy,HPLC-MS/MS,100.0,64.0,17.0,Formic Acid,Cholestasis,Liver
1894,G-UDCA,,Fasted,Serum,LC-MS,Normal,HPLC-MS/MS,100.0,,40.0,Formic Acid,Normal,Healthy
1895,G-UDCA,32.895907473309606,Fasted,Serum,LC-MS,Normal,UPLC-MS/MS,50.0,,138.0,Methanol,Normal,Healthy
1896,G-UDCA,52.246441281138786,Fasted,Serum,LC-MS,Normal,UPLC-MS/MS,50.0,,364.0,Methanol,Normal,Healthy
1897,G-UDCA,,Fasted,Serum,GC-MS,Normal,GC-MS,,,15.0,,Normal,Healthy
1898,G-UDCA,,Fed,Serum,GC-MS,Normal,GC-MS,,,15.0,,Normal,Healthy
1899,G-UDCA,,Unknown,Plasma,LC-MS,Unhealthy,LC-MS/MS,250.0,,,Acetonitrile,Cholestasis,Liver
1900,G-UDCA,,Unknown,Plasma,LC-MS,Normal,LC-MS/MS,250.0,,,Acetonitrile,Normal,Healthy
1901,G-UDCA,204.0,Fed,Plasma,LC-MS,Normal,UPLC-MS,50.0,33.5,10.0,Methanol,Normal,Healthy
1902,G-UDCA,133.0,Fed,Serum,LC-MS,Normal,UPLC-MS,50.0,37.5,9.0,Methanol,Normal,Healthy
1903,G-UDCA,34.75,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,41.17,48.0,Methanol,NASH,Liver
1904,G-UDCA,56.38,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,41.17,48.0,Methanol,NASH,Liver
1905,G-UDCA,31.76,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,46.71,24.0,Methanol,NAFL,Liver
1906,G-UDCA,67.52,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,46.71,24.0,Methanol,NAFL,Liver
1907,G-UDCA,19.77,Fasted,Serum,LC-MS,Normal,UPLC-TQMS,50.0,40.4,15.0,Methanol,Normal,Healthy
1908,G-UDCA,,Fasted,Serum,GLC,Normal,GLC,2000.0,28.1,29.0,,Normal,Healthy
1909,G-UDCA,,Fasted,Serum,GLC,Unhealthy,GLC,2000.0,28.59,61.0,,Cholestasis,Liver
1910,G-UDCA,,Fasted,Serum,HPLC,Normal,HPLC,,,5.0,,Normal,Healthy
1911,G-UDCA,,Fasted,Serum,HPLC,Unhealthy,HPLC,,56.4,12.0,,,Liver
1912,G-UDCA,,Fasted,Serum,HPLC,Unhealthy,HPLC,,56.4,12.0,,,Liver
1913,G-UDCA,,Fasted,Serum,HPLC,Unhealthy,HPLC,,42.7,6.0,,Cholestasis,Liver
1914,G-UDCA,,Fasted,Serum,HPLC,Unhealthy,HPLC,,42.7,6.0,,Cholestasis,Liver
1915,G-UDCA,240.0,Fasted,Serum,LC-MS,Normal,HPLC-MS/MS,,16.0,105.0,,Normal,Healthy
1916,G-UDCA,170.0,Fasted,Serum,LC-MS,Unhealthy,HPLC-MS/MS,,12.0,,,NAFLD,Liver
1917,G-UDCA,160.0,Fasted,Serum,LC-MS,Unhealthy,HPLC-MS/MS,,10.0,,,NAFLD,Liver
1918,G-UDCA,34.6,Fasted,Serum,LC-MS,Normal,UPLC-TQMS,50.0,70.5,20.0,Methanol,Normal,Healthy
1919,G-UDCA,92.3,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,71.5,30.0,Methanol,NAFL,Liver
1920,G-UDCA,95.3,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,75.0,17.0,Methanol,NAFL,Liver
1921,G-UDCA,51.4,Fasted,Serum,LC-MS,Normal,UPLC-TQMS,50.0,67.0,36.0,Methanol,Normal,Healthy
1922,G-UDCA,,Fasted,Serum,HPLC,Unhealthy,HPLC,,51.0,36.0,,,Liver
1923,G-UDCA,,Fasted,Serum,GC-MS,Normal,GC-MS,500.0,,,,Normal,Healthy
1924,G-UDCA,,Fasted,Serum,GC-MS,Unhealthy,GC-MS,500.0,51.0,7.0,,,Non-Liver
1925,G-UDCA,,Fed,Serum,LC-MS,Normal,LC-MS/MS,,12.8,11.0,,Normal,Healthy
1926,G-UDCA,,Fed,Serum,LC-MS,Unhealthy,LC-MS/MS,,13.7,16.0,,NASH,Liver
1927,G-UDCA,76.0,Unknown,Serum,LC-MS,Normal,LC-MS/MS,50.0,,,Methanol,Normal,Healthy
1928,G-UDCA,,Fasted,Plasma,LC-MS,Unhealthy,UPLC-MS,100.0,58.0,37.0,Methanol,NASH,Liver
1929,G-UDCA,,Fasted,Plasma,LC-MS,Unhealthy,UPLC-MS,100.0,54.6,25.0,Methanol,NAFL,Liver
1930,G-UDCA,,Fasted,Plasma,LC-MS,Normal,UPLC-MS,100.0,39.2,24.0,Methanol,Normal,Healthy
1931,G-UDCA,106.1,Fasted,Serum,LC-MS,Normal,UPLC-MS/MS,100.0,,90.0,Acetonitrile,Normal,Healthy
1932,G-UDCA,100.0,Fasted,Plasma,LC-MS,Normal,LC-MS/MS,25.0,46.0,12.0,Trichloroacetic Acid,Normal,Healthy
1933,G-UDCA,,Fasted,Serum,GLC,Normal,Capillary Gas Chromatography,2000.0,,10.0,,Normal,Healthy
1934,G-UDCA,,Fasted,Serum,GLC,Unhealthy,Capillary Gas Chromatography,2000.0,,10.0,,,Non-Liver
1935,G-LCA,53.8,Fed,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,48.0,7.0,Methanol,NASH,Liver
1936,G-LCA,61.2,Fed,Serum,LC-MS,Normal,UPLC-TQMS,50.0,,15.0,Methanol,Normal,Healthy
1937,G-LCA,53.5,Fed,Serum,LC-MS,Normal,UPLC-TQMS,50.0,,15.0,Methanol,Normal,Healthy
1938,G-LCA,43.4,Fed,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,48.0,7.0,Methanol,NASH,Liver
1939,G-LCA,77.2,Fed,Serum,LC-MS,Normal,UPLC-TQMS,50.0,,15.0,Methanol,Normal,Healthy
1940,G-LCA,20.2,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,48.0,7.0,Methanol,NASH,Liver
1941,G-LCA,44.9,Fed,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,48.0,7.0,Methanol,NASH,Liver
1942,G-LCA,72.0,Fed,Serum,LC-MS,Normal,UPLC-TQMS,50.0,,15.0,Methanol,Normal,Healthy
1943,G-LCA,40.7,Fed,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,48.0,7.0,Methanol,NASH,Liver
1944,G-LCA,14.1,Fasted,Serum,LC-MS,Normal,UPLC-TQMS,50.0,,15.0,Methanol,Normal,Healthy
1945,G-LCA,39.0,Fasted,Serum,LC-MS,Unknown,LC-MS/MS,,74.7,305.0,,,
1946,G-LCA,34.0,Fasted,Serum,LC-MS,Unknown,LC-MS/MS,,71.12,284.0,,,
1947,G-LCA,30.0,Fasted,Serum,LC-MS,Unknown,LC-MS/MS,,73.95,505.0,,,
1948,G-LCA,27.0,Fasted,Serum,LC-MS,Unknown,LC-MS/MS,,84.58,370.0,,,
1949,G-LCA,25.0,Fasted,Serum,LC-MS,Unknown,LC-MS/MS,,72.18,98.0,,,
1950,G-LCA,6.0,Fasted,Plasma,LC-MS,Both,UPLC-MS/MS,50.0,47.5,33.0,Methanol,,
1951,G-LCA,39.0,Unknown,Plasma,LC-MS,Unhealthy,UPLC-MS/MS,50.0,60.9,42.0,Methanol,,Non-Liver
1952,G-LCA,26.0,Unknown,Plasma,LC-MS,Unhealthy,UPLC-MS/MS,50.0,52.3,19.0,Methanol,HCC,Liver
1953,G-LCA,27.0,Unknown,Plasma,LC-MS,Unhealthy,UPLC-MS/MS,50.0,57.9,120.0,Methanol,,Non-Liver
1954,G-LCA,28.0,Unknown,Plasma,LC-MS,Unhealthy,UPLC-MS/MS,50.0,62.4,28.0,Methanol,,Non-Liver
1955,G-LCA,23.0,Unknown,Plasma,LC-MS,Normal,UPLC-MS/MS,50.0,39.9,120.0,Methanol,Normal,Healthy
1956,G-LCA,15.0,Fasted,Serum,LC-MS,Unhealthy,LC-MS/MS,20.0,66.5,20.0,Ethanol,,Non-Liver
1957,G-LCA,22.9,Fasted,Serum,LC-MS,Unhealthy,LC-MS/MS,20.0,58.0,29.0,Ethanol,,Liver
1958,G-LCA,23.3,Fasted,Serum,LC-MS,Unhealthy,LC-MS/MS,20.0,59.9,67.0,Ethanol,,Liver
1959,G-LCA,14.200000000000001,Fasted,Serum,LC-MS,Unhealthy,LC-MS/MS,20.0,61.0,21.0,Ethanol,,Liver
1960,G-LCA,27.599999999999998,Fasted,Serum,LC-MS,Unhealthy,LC-MS/MS,20.0,62.5,13.0,Ethanol,NAFLD,Liver
1961,G-LCA,7.1000000000000005,Fasted,Serum,LC-MS,Normal,LC-MS/MS,20.0,,46.0,Ethanol,Normal,Healthy
1962,G-LCA,,Fed,Serum,LC-MS,Unhealthy,LC-MS/MS,50.0,46.4,331.0,Acetonitrile,,
1963,G-LCA,,Both,Serum,LC-MS,Normal,LC-MS/MS,50.0,48.2,314.0,Acetonitrile,Normal,Healthy
1964,G-LCA,,Fed,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,60.9,27.0,Methanol,NASH,Liver
1965,G-LCA,,Fed,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,48.4,45.0,Methanol,NASH,Liver
1966,G-LCA,,Fed,Serum,LC-MS,Normal,UPLC-TQMS,50.0,52.8,40.0,Methanol,Normal,Healthy
1967,G-LCA,,Fed,Serum,LC-MS,Normal,UPLC-TQMS,50.0,54.5,20.0,Methanol,Normal,Healthy
1968,G-LCA,,Fed,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,59.9,42.0,Methanol,NAFL,Liver
1969,G-LCA,,Fed,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,50.0,51.0,Methanol,NAFL,Liver
1970,G-LCA,,Unknown,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,66.3,100.0,Methanol,HCC,Liver
1971,G-LCA,,Unknown,Serum,LC-MS,Normal,UPLC-TQMS,50.0,66.4,100.0,Methanol,Normal,Healthy
1972,G-LCA,,Fasted,Serum,LC-MS,Normal,LC-ESI-MS/MS,20.0,,,Ethanol:H2O,Normal,
1973,G-LCA,,Fasted,Serum,LC-MS,Unhealthy,LC-ESI-MS/MS,20.0,,,Ethanol:H2O,NAFLD,Liver
1974,G-LCA,,Fasted,Serum,LC-MS,Unhealthy,LC-ESI-MS/MS,20.0,,,Ethanol:H2O,NAFLD,Liver
1975,G-LCA,8.0,Fasted,Plasma,LC-MS,Normal,LC-MS/MS,50.0,40.5,26.0,Methanol,Normal,Healthy
1976,G-LCA,7.0,Fasted,Plasma,LC-MS,Unhealthy,LC-MS/MS,50.0,41.3,32.0,Methanol,NASH,Liver
1977,G-LCA,42.142,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,56.78,37.0,Methanol,,Liver
1978,G-LCA,26.8,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,61.3,57.0,Methanol,Cirrhosis,Liver
1979,G-LCA,3.07,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,34.07,400.0,Methanol,,Liver
1980,G-LCA,1.64,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,40.4,11.0,Methanol,,Liver
1981,G-LCA,1.37,Fasted,Serum,LC-MS,Normal,UPLC-TQMS,50.0,38.92,153.0,Methanol,Normal,Healthy
1982,G-LCA,5.9,Fasted,Serum,LC-MS,Unhealthy,UPLC-TQMS,50.0,44.8,214.0,Methanol,NASH,Liver
1983,G-LCA,,Fasted,Serum,LC-MS,Unhealthy,LC-MS/MS,500.0,,,Acetonitrile,,
1984,G-LCA,,Fasted,Serum,LC-MS,Normal,LC-MS/MS,500.0,,,Acetonitrile,Normal,Healthy
1985,G-LCA,,Fasted,Serum,LC-MS,Normal,LC-MS/MS,500.0,,,Acetonitrile,Normal,Healthy
1986,G-LCA,27.0,Unknown,Plasma,LC-MS,Unknown,UHPLC-MS,,78.0,30.0,,,
1987,G-LCA,41.0,Unknown,Plasma,LC-MS,Unknown,UHPLC-MS,,77.0,30.0,,,
1988,G-LCA,66.0,Unknown,Plasma,LC-MS,Unknown,UHPLC-MS,,79.0,20.0,,,
1989,G-LCA,,Fasted,Plasma,LC-MS,Both,LC-MS/MS,50.0,56.0,205.0,Methanol,,
1990,G-LCA,13.4,Fasted,Plasma,LC-MS,Unhealthy,HPLC-MS/MS,20.0,52.3,102.0,Methanol,NAFLD,Liver
1991,G-LCA,9.5,Fasted,Plasma,LC-MS,Normal,HPLC-MS/MS,20.0,,,Methanol,Normal,Healthy
1992,G-LCA,6.642066420664206,Fasted,Serum,LC-MS,Unhealthy,LC-MS/MS,,54.3,251.0,,NAFLD,Liver
1993,G-LCA,7.67988929889299,Fasted,Serum,LC-MS,Normal,LC-MS/MS,,56.9,164.0,,Normal,Healthy
1994,G-LCA,,Fasted,Serum,GC-MS,Unhealthy,GC-MS,500.0,58.0,7.0,,,Non-Liver
1995,G-LCA,,Fasted,Serum,GC-MS,Normal,GC-MS,500.0,,15.0,,Normal,Healthy
1996,G-LCA,,Fasted,Serum,GC-MS,Unhealthy,GC-MS,500.0,,8.0,,,Liver
1997,G-LCA,,Fasted,Serum,GC-MS,Unhealthy,GC-MS,500.0,,8.0,,Cirrhosis,Liver
1998,G-LCA,,Fasted,Serum,GLC,Normal,Capilliary gas-liquid chromatography,,,,,Normal,Healthy
1999,G-LCA,,Fed,Serum,GLC,Normal,Capilliary gas-liquid chromatography,,,,,Normal,Healthy
